gene	log2FoldChange_CD8	log2FoldChange_Teff	padj_CD8	padj_Teff	avg_log2FC_Trm1	p_val_adj_Trm1	avg_log2FC_P1	avg_log2FC_P2	avg_log2FC_P3	avg_log2FC_P4	avg_log2FC_P5	avg_log2FC_P6	avg_log2FC_P7	avg_log2FC_P8	avg_log2FC_P9	p_val_adj_P1	p_val_adj_P2	p_val_adj_P3	p_val_adj_P4	p_val_adj_P5	p_val_adj_P6	p_val_adj_P7	p_val_adj_P8	p_val_adj_P9
CUEDC2	0.637	-1.639	0.824	0.18	0.14812408612505285	1	NA	NA	NA	0.2536044808376566	NA	0.2635436715072804	NA	0.1573522316143079	NA	NA	NA	NA	1	NA	1	NA	1	NA
CUL3	-0.283	-0.124	0.943	0.919	0.20029564770774133	1	0.37247461783516433	NA	NA	0.27595735835740143	0.5551935669249669	NA	-0.37124021359123904	NA	0.27389556620316857	1	NA	NA	1	0.01293616038989427	NA	0.00112001192128467	NA	5.675806024213616e-7
CUL5	0.428	0.755	0.865	0.552	0.1610793053603909	1	0.26442073662235993	NA	0.17884080272598046	0.2321162585274265	NA	0.16327078168037312	-0.2153035620634206	NA	NA	1	NA	1	1	NA	1	1	NA	NA
CUTA	0.455	-0.874	0.88	0.439	0.1932634711788641	1	0.6697854587736103	0.33418223650658097	0.3243230886028752	NA	-0.22253238148331575	0.7179587915104657	NA	0.26045892593283027	NA	1	1	1	NA	1	0.00421903923926082	NA	1	NA
CWC25	-0.195	-0.558	0.96	0.567	0.15968308391333386	1	0.3364571759761329	NA	0.15280747400819017	NA	NA	0.32250716553348785	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA
CXCL13	-1.06	1.489	0.829	0.349	0.5101743786719677	7.51304903636876e-4	2.3602813622211563	1.1272305802957998	NA	1.936503779371913	-0.8065102288032784	2.5067940145963736	-0.7775109563417582	-0.6012904651454378	0.48555534095127406	0.0759238198360994	1	NA	6.714964956695945e-9	0.6690554516153028	1.9242848718387344e-5	0.8853338400655675	1	0.1603214381550582
CXCL8	1.579	-0.916	0.821	0.695	0.1969266366119644	1	0.8573810524060601	0.5936493985090818	0.4203174780593611	NA	-0.16314705573057636	NA	NA	NA	0.5380132843340223	0.7392194495589209	0.03389810354979543	1	NA	1	NA	NA	NA	5.46109916725953e-29
CXCR6	-0.314	-1.154	0.919	0.366	0.2856231544908532	0.0022870583977326	1.2267344448113675	-0.22000033132121732	0.3254767569285617	0.5478372260777564	0.1428394797039907	NA	NA	NA	0.3109233780300249	1.746610611334887e-5	1	1	7.223151405379888e-5	1	NA	NA	NA	3.93886308655779e-6
CYB5A	1.158	0.029	0.583	0.979	-0.148729953583152	1	NA	NA	NA	-0.2113403396390092	-0.18505396164318944	-0.2239568722009204	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA
CYBA	0.827	-1.382	0.86	0.362	0.16755404614099725	0.01850831712836705	NA	NA	0.3920244732242506	0.535045183461671	0.1460699267349277	-0.20160545757608617	0.28942976856824787	0.2053852499739568	NA	NA	NA	0.6390121294156044	3.525135775321693e-12	1	1	0.00443043271182713	5.075200450143558e-4	NA
CYSLTR1	-0.938	-0.677	0.871	0.611	0.3227935252582774	0.0167793479747701	NA	NA	NA	NA	0.533551382356559	0.9824624209235338	NA	NA	-0.20975626324177432	NA	NA	NA	NA	1	1.0207231190842255e-6	NA	NA	1
CYSTM1	0.138	-0.909	0.966	0.331	-0.1804725201666296	0.00493306872023827	-0.2057305527889295	NA	0.27756113045281094	-0.29797060489004695	-0.391282554529475	NA	NA	NA	NA	1	NA	1	0.01582910668198873	1	NA	NA	NA	NA
CYTIP	0.893	-0.06	0.584	0.965	0.2225415467778482	1	0.4939073403499577	0.4218908502312715	0.5590398825979008	NA	0.3841644596856839	-0.230106216544796	-0.2886108441956723	NA	0.13824531708205723	1	1	1	NA	1	1	1	NA	1
D2HGDH	-0.827	0.545	0.849	0.756	0.2881914170333124	3.5725254311314356e-4	1.103459787182573	NA	NA	0.31616584834668676	NA	0.19039321178949584	NA	0.16786864287745462	NA	0.01829656988520397	NA	NA	1	NA	1	NA	1	NA
DAD1	-0.226	-0.744	0.943	0.45	-0.26222448759016803	5.176272304470686e-5	NA	-0.27409439568104466	NA	-0.5095107803744108	NA	-0.29784099840202116	0.388718410830877	NA	NA	NA	1	NA	4.7774262895744115e-5	NA	1	0.0806151611429975	NA	NA
DAPK2	-0.135	0.284	0.981	0.836	0.3252500236808305	0.00122548567630757	0.6150651517858707	0.5649484058650585	NA	0.2963371046227289	NA	0.3425927347546334	0.1522818130028144	0.24464217494199003	NA	1	1	NA	1	NA	1	1	1	NA
DAPP1	-0.867	-0.126	0.858	0.919	0.18120046531909084	0.14031891140642197	0.28443995075282386	0.21181608423335	0.28045175932271965	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA
DAZAP2	-0.014	-1.012	0.997	0.387	0.14442643710252012	1	0.2704320225408048	NA	NA	0.1938694869537061	NA	0.4087146556707189	NA	NA	0.23020960033565951	1	NA	NA	1	NA	1	NA	NA	0.10167348842423882
DCP1B	0.697	-0.14	0.792	0.904	0.3027649974606721	0.03724969021972585	0.3917696380942488	0.5829980898933758	0.3438791768695186	0.4116752743004069	NA	0.18242602614222503	-0.5012192490091468	NA	NA	1	1	1	1	NA	1	0.01155443388955449	NA	NA
DCP2	1.051	0.87	0.543	0.364	0.16866121103603748	1	0.16688529782734218	NA	NA	0.2084443951355204	NA	0.3550297984119958	NA	-0.23783854168951624	NA	1	NA	NA	1	NA	1	NA	0.05833959470016132	NA
DCTN6	0.462	-0.069	0.905	0.962	0.14289045960750524	1	NA	NA	0.3708227662263696	0.33947656778911733	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA
DDA1	0.248	-0.474	0.962	0.737	0.14517990554635363	1	-0.43691948105991185	NA	0.16694944305806864	0.15072134170296564	NA	0.3032054718527963	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	NA
DDHD1	-1.377	1.52	0.518	0.212	0.1678272540331877	1	NA	0.2393306572481534	NA	0.2856536313947962	0.3928292221980135	NA	0.15126014270926713	-0.1480027610143213	NA	NA	1	NA	1	1	NA	1	1	NA
DDIT4	-0.721	-1.705	0.868	0.223	0.5985684690842419	2.083222252086677e-21	1.2180987111096695	0.5136660437835086	0.6323920260167809	1.0069198454880586	0.34656169986615226	0.25059101497385106	0.4949111966222216	0.4728449749058634	0.346776070629475	6.426508042154466e-4	0.01089270119872598	1	1.8314226189086145e-9	1	1	0.0044277957350948	1.6669971868244118e-5	2.419883594782787e-5
DDRGK1	-1.479	-1.077	0.701	0.547	0.14263108553903203	1	0.30157568107189403	NA	0.21836949874990852	0.18341091607163207	NA	0.14046769501515277	-0.16084649645442162	NA	NA	1	NA	1	1	NA	1	1	NA	NA
DDX17	-0.578	-0.202	0.814	0.842	0.21321135086389864	0.00408929140060611	0.26648920022624445	0.32218829182010644	-0.2257390020813439	0.3674820753443997	-0.25720008111403114	0.6155006829681864	NA	NA	0.16977026582360066	1	1	1	1	1	0.0014544882503619	NA	NA	1
DDX21	0.736	0.226	0.777	0.833	-0.267123043775912	3.7136271735833614e-5	-0.4684138912088835	-0.4161474418229141	-0.2794167087665915	-0.5279433995733294	-0.1962799202380072	0.2229405185731028	-0.40995456994653856	-0.31928595717893216	-0.2109628983808416	1	0.2945833526277965	1	5.09266811715498e-6	1	1	0.02029316145650304	0.16222437594017822	1
DDX23	-0.907	-0.569	0.776	0.671	0.14361552496046726	1	0.2050089123859684	NA	NA	NA	NA	0.3409194944718303	-0.2824715928039694	NA	NA	1	NA	NA	NA	NA	1	1	NA	NA
DDX3X	-0.447	-0.159	0.83	0.884	0.48474626510616425	2.161428315275957e-20	0.7296485174335008	NA	NA	0.8700633613579571	NA	0.5988741778801159	-0.7336129135772622	-0.283815357369384	0.5021398529627255	1	NA	NA	8.702476663922424e-14	NA	0.03263855514100317	1.6598071113703128e-24	0.37284467665397375	1.5899380400057997e-19
DDX46	0.095	-0.665	0.978	0.456	0.22319468891416497	0.09099146156858294	NA	0.17233391611920834	0.312086525593154	NA	NA	0.798074022484889	-0.18697782235614024	NA	NA	NA	1	1	NA	NA	2.745481036236866e-6	1	NA	NA
DERL1	-0.099	-0.103	0.968	0.916	0.1405363223911099	1	0.4549238673147892	NA	0.22847685881558344	0.17557680357453365	NA	NA	0.14292748573606218	0.15394018875608373	NA	1	NA	1	1	NA	NA	1	1	NA
DESI2	-1.446	-1.054	0.718	0.386	0.1809670665758372	1	0.2679442120643347	0.24021529869230984	NA	0.17665977636483332	0.330763892085106	NA	-0.1774562444006087	-0.16522846879337194	NA	1	1	NA	1	1	NA	1	1	NA
DGKZ	-1.786	0.245	0.468	0.883	0.22747855429675423	1	NA	0.15112055120518708	NA	0.16521490608783046	0.46021151417512246	0.3282323496198854	NA	NA	NA	NA	1	NA	1	1	1	NA	NA	NA
DHRS1	-0.554	-0.887	0.864	0.419	-0.1404702628978113	0.0067020948292604	-0.1737710940639784	NA	NA	-0.1815171676316497	-0.20145343475421296	NA	NA	NA	NA	1	NA	NA	0.4609052166117947	1	NA	NA	NA	NA
DHRS7	0.468	-0.475	0.846	0.694	-0.4925464253865166	5.775844489187534e-20	-1.0024152798680723	-0.74553628593225	-0.3662242434467098	-0.7378724775676608	-0.5143094997242899	NA	NA	NA	NA	0.25321072795907384	2.0731757630188965e-5	1	1.190371610844974e-13	1	NA	NA	NA	NA
DHX29	0.225	0.471	0.932	0.717	0.141860526220569	1	NA	0.19085019693719865	NA	NA	0.1569140420442725	0.264323318724588	NA	NA	NA	NA	1	NA	NA	1	1	NA	NA	NA
DHX32	-0.997	0.219	0.805	0.902	0.18254708995539337	0.2484945774603195	NA	NA	0.17830882605294013	0.17108054211273796	NA	0.28623602589628	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA
DHX36	0.58	1.091	0.771	0.356	0.3040437281655721	5.590374444010205e-4	0.14309222626797458	NA	NA	0.2826653071338141	0.4369833887356763	0.6384211280922439	-0.17663165416242577	NA	0.1818384245432605	1	NA	NA	1	1	0.38291541175457006	1	NA	0.39418012528147506
DIAPH1	-0.897	-0.417	0.585	0.721	0.2457999501459336	0.14545252487926866	0.3582236703433148	NA	-0.41271859460482463	0.2039166008842861	0.5098671795984143	0.5091172964782451	-0.3001450088888009	-0.16422178323512449	0.22593063638514677	1	NA	1	1	0.01923312918849111	1	0.31143953143043734	1	0.00576780730647343
DNAAF2	1.626	0.463	0.596	0.728	0.13930192533399602	1	NA	NA	0.153808886918391	0.15800610383650246	0.18067736377260196	0.19453789821752704	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA
DNAJB12	-0.828	-0.752	0.736	0.538	0.1406951346135972	1	NA	NA	NA	NA	0.2190867839663975	0.24011093363910424	NA	NA	0.15178605968262135	NA	NA	NA	NA	1	1	NA	NA	0.02498230992504513
DNAJB14	-0.051	0.259	0.99	0.822	0.14841534021778036	1	0.40399474142277536	0.2187638057793797	NA	NA	NA	0.194647860882728	-0.21239382483160307	-0.2562772260859807	0.21949175862848855	1	1	NA	NA	NA	1	1	1	0.00566855856347325
DNAJC1	0.636	-0.41	0.866	0.682	0.13917161318859905	1	NA	NA	NA	0.22002821808716888	0.4312319980578926	0.18747045070608817	NA	NA	0.16330311330145036	NA	NA	NA	1	1	1	NA	NA	0.11181722500162888
DNAJC15	0.753	0.242	0.823	0.851	0.35397318131558975	3.3706979036334126e-5	NA	NA	0.6065592970143688	NA	0.3678248292707488	NA	0.25500969688679687	0.26190982682202957	NA	NA	NA	1	NA	1	NA	1	1	NA
DNAJC19	0.355	-0.937	0.829	0.339	-0.19261765260462693	0.08938596183002885	-0.2976591127213426	-0.3205954788362394	NA	-0.24989261528659157	NA	-0.3055213454001159	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA
DNPH1	1.1	-1.582	0.763	0.293	0.3000111971091932	0.0052189257518806	NA	NA	0.5900990024087411	0.6349634192534694	0.3894397169817475	NA	0.4685268611111084	NA	NA	NA	NA	1	3.350744308899863e-4	1	NA	0.00482457703721705	NA	NA
DOCK2	-0.971	0.169	0.633	0.901	0.20201992560276116	1	NA	NA	NA	0.1833972562529053	0.3585215178177759	0.21602287079626636	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA
DOCK8	-1.07	-0.601	0.497	0.482	0.32451088800716854	5.330306689296618e-4	0.2732203794996517	0.31919410419245997	0.20128964703535512	0.5289509468837889	0.30593978960994495	NA	NA	NA	0.267173163798866	1	1	1	0.04763976566456106	1	NA	NA	NA	7.555323541919323e-6
DPF2	-1.13	-1.541	0.619	0.1	0.14684481777902325	1	0.14283721488423162	NA	0.22020033027639985	0.20555335877269093	NA	0.29234651698263164	0.142102010219464	NA	NA	1	NA	1	1	NA	1	1	NA	NA
DPP4	0.579	-0.212	0.873	0.879	-0.15702137309143377	1	-0.14873720733870632	-0.21472714991093067	0.20613395274640467	0.18486084271747677	NA	-0.7849194035074326	-0.33597479726724083	-0.23923984338480656	NA	1	1	1	1	NA	4.224016918570713e-21	1	1	NA
DSTN	0.745	-0.232	0.774	0.83	-0.14987913319779	1	-0.3857770829923781	-0.49485020955190606	-0.3328058010986443	-0.3848969642486413	-0.2415943548643511	0.3691619698085271	NA	NA	-0.20932029864907695	1	0.08285661979951367	1	0.09683451325449316	1	1	NA	NA	1
DTNBP1	0.124	0.333	0.979	0.823	0.16394853675173549	1	0.547982633571943	NA	NA	NA	0.37810317655339254	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA
DUSP4	-0.706	-1.116	0.774	0.244	0.5147750391077459	2.7590555983437913e-14	1.1963003744157368	0.2123841646866824	NA	0.32167786307378976	0.5632792664253101	1.1135167053520223	0.3668690720498056	0.25054879654774664	0.2335881678612333	1.102925458670498e-4	1	NA	1	1	3.1511082744026e-10	1	1	0.02412816885455192
DYNLRB1	0.978	-1.066	0.657	0.223	0.2667159350343997	0.09521660874129696	-0.20429956878936809	NA	0.14816908106086402	0.2043331223653726	NA	0.6536422103973196	NA	NA	NA	1	NA	1	1	NA	0.00386726748351085	NA	NA	NA
DYNLT3	-0.161	-0.241	0.968	0.86	-0.4425355228257897	4.381186600901609e-17	-0.606412253098798	-0.6845520484623459	-0.4456532235406691	-0.424127258821421	0.1630662313558895	-0.5975706847916683	-0.2962242987590258	-0.16203505582993416	-0.20693136946144397	1	2.3827549936954122e-8	1	0.3993419202299279	1	9.219736784192928e-7	0.7223085709825052	1	1
E2F3	0.829	1.951	0.763	0.198	0.14539966206387764	1	NA	0.15490156053282134	0.19956888024685737	0.15085220582853298	NA	0.2575539447506586	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA
EDF1	0.224	-1.234	0.948	0.279	0.15361313862931292	1	-0.1903399144956568	0.1904116027946472	0.30625272785487034	0.3522890363908906	NA	NA	0.46499553531668103	0.2540586083860279	NA	1	1	1	0.0222629501855877	NA	NA	1.1554805568943642e-8	0.00523417685562714	NA
EEF1A1	0.389	-0.726	0.881	0.514	-0.31492167363220513	1.2166652550961378e-45	-0.4938081729027761	NA	-0.20895313024498471	-0.5021014493383289	0.2465151966082653	-0.5096916506063041	-0.481434530837471	NA	NA	3.299088625140348e-4	NA	1	1.2303885090100331e-27	0.00385100057731152	1.709136593689036e-19	3.6865773577234625e-37	NA	NA
EEF1B2	0.166	-0.553	0.943	0.523	-0.4115820670523771	1.0551377763761524e-21	-0.910492411149796	-0.2120958067041454	-0.5446459722547194	-0.20808458149683903	NA	-0.7322344656372248	NA	NA	NA	4.5376632411716535e-5	1	1	1	NA	9.781784983380299e-12	NA	NA	NA
EEF2	-0.711	-1.235	0.858	0.29	0.3647230133800927	9.716822558253349e-13	0.30208973791826965	0.5679218456801363	0.2344827016566149	0.31190592872332745	0.4038896783132149	0.34418335766488095	-0.3422233637425198	NA	0.24828297181439707	1	0.00921218968851029	1	1	0.410273409151049	1	0.0011657472759689	NA	3.9534272682494086e-4
EFHD2	0.643	-1.342	0.899	0.387	0.33162024034775694	1.2573271966713964e-4	0.17992232092045446	NA	0.7110161000427035	0.1961098319505208	0.30244962389289287	0.37468198160960287	-0.2109638504475209	NA	0.2129666463198641	1	NA	0.6841862522318332	1	1	1	1	NA	0.0114210147652992
EFR3A	-0.578	0.488	0.899	0.69	0.15116658354964874	1	NA	NA	NA	0.24923280810322085	0.16918947826384412	NA	-0.3698390620920125	-0.17076398106207513	0.24102700677648095	NA	NA	NA	1	1	NA	6.184817496907291e-4	1	7.940155490445566e-9
EGLN3	-2.596	-1.342	0.277	0.503	-0.2384299785506492	1	NA	-0.7819099843912062	-0.20291991019808295	-0.48298691663998167	-0.2448344604640268	NA	-0.4614387528977888	NA	0.14394986636302054	NA	4.309775513932752e-7	1	0.07171252635635998	1	NA	1.6152008539866862e-4	NA	1
EHD4	-1.702	-1.129	0.418	0.237	0.1529887896159402	1	0.32749650036835876	NA	-0.28655047136308465	0.1454313204330699	0.27776469497920425	0.2214754637129575	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA
EHMT1	-0.259	0.695	0.945	0.619	0.18357675475293356	1	NA	NA	NA	0.19588751511309643	0.20333967115621865	0.3358201940387988	-0.15298390489711433	NA	NA	NA	NA	NA	1	1	1	1	NA	NA
EID1	1.053	-0.595	0.643	0.563	0.3987191195434931	6.9616395899169955e-12	0.5955921988887671	0.2688327695664601	0.219972235684744	0.8372675169099639	NA	0.35303804927196447	0.4341996519611053	0.32414662366785874	0.14374475947461995	1	1	1	5.215298941946853e-14	NA	1	2.1363004092355868e-5	0.00256258828009087	1
EIF1AX	0.414	0.568	0.88	0.576	-0.20257561854576056	0.4044810117982232	NA	-0.3810917124023663	-0.5833756461622717	-0.30051156945700486	-0.1984254684568758	-0.15528615703208448	NA	-0.15556034292128507	NA	NA	1	1	1	1	1	NA	1	NA
EIF1AY	1.419	-0.659	0.876	0.844	-0.1375085551421793	1	NA	-0.28649643126021807	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
EIF2AK1	-0.341	-0.666	0.929	0.515	0.2338571281522991	1	0.38453587064479616	0.20881013054027409	-0.13907411633331934	0.3624178302952757	NA	0.20747794514377593	-0.3461924151890925	-0.16054596048316172	0.1743737501882335	1	1	1	1	NA	1	0.00612263981671056	1	0.00608289777766322
EIF2AK4	-1.245	0.911	0.625	0.344	0.19351793405755616	0.6812105966403703	0.24692059264614288	0.14991783791476154	NA	0.19167219878913583	0.20453702885286776	0.166567262860033	-0.1738265710074517	NA	NA	1	1	NA	1	1	1	1	NA	NA
EIF3A	-0.25	-0.386	0.939	0.72	0.22958931224749568	1	0.34081367790521466	0.224487031518394	-0.2041908995094155	0.29747403375088455	0.18047147117198703	0.29148623331052526	-0.444898123269412	NA	0.3647005788244131	1	1	1	1	1	1	2.7092647419023475e-6	NA	4.74098144981009e-9
EIF3E	0.907	0.466	0.681	0.708	0.2277038718129616	0.00577197815751586	0.40041369933026694	0.46326949399511097	0.5442672020161956	0.42048673583780993	NA	-0.2584810226456511	0.4202791260862193	0.19562608400644832	NA	1	1	1	0.02070440682812829	NA	1	0.01484903310356567	1	NA
EIF3H	0.976	-0.301	0.557	0.765	0.14227587999737334	1	NA	0.17965305227124362	0.27509202258685783	NA	NA	0.17291999252927992	NA	NA	0.15649976814183764	NA	1	1	NA	NA	1	NA	NA	1
EIF3J	0.107	0.193	0.967	0.874	0.15349076835347697	1	NA	-0.40545331025504927	-0.1442200129195106	NA	NA	1.0486737013389988	NA	-0.26984632554762045	NA	NA	1	1	NA	NA	1.8222886552274536e-10	NA	1	NA
EIF3M	0.006	-0.544	0.998	0.57	0.14659652639665555	1	NA	0.16761935096708205	0.3163109229319334	0.18036958081918475	-0.18542390490923769	0.3072348485229268	NA	NA	NA	NA	1	1	1	1	1	NA	NA	NA
EIF4B	-0.616	-0.037	0.82	0.978	0.1450331918833221	1	0.18472158945956352	0.24260991436491608	NA	0.2582314934470473	0.4153982310999029	-0.23691159982969312	-0.39396680719040966	NA	0.20325279871567736	1	1	NA	1	1	1	0.00373119605160043	NA	0.00224986670633687
EIF4G2	-0.56	-0.859	0.797	0.441	0.1717944721633411	1	NA	0.15022333510763697	NA	0.23002182080928305	NA	0.481412127649703	-0.7274226149545182	-0.2793848565923387	0.30713166864366825	NA	1	NA	1	NA	1	1.0396905803101839e-22	2.015323766609602e-4	4.582921326072826e-6
EIF4G3	-0.878	1.469	0.737	0.154	0.1955929060951042	0.8382888552815337	0.1992151853107622	0.2519608395050055	0.32206757080249415	0.2054377208165832	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA
EIF5B	0.798	-0.066	0.696	0.95	-0.14388938745755975	1	-0.3726886442961124	NA	-0.1472789057620183	-0.6351059608790435	-0.34089876710616296	0.4413159567577545	NA	NA	NA	1	NA	1	3.066838859538022e-7	1	1	NA	NA	NA
ELF1	0.218	0.097	0.942	0.943	0.1945445569580988	1	0.4717516272884581	0.43962417296777145	0.18398827244699145	NA	NA	NA	-0.21978013982529301	-0.16972058059290052	NA	1	1	1	NA	NA	NA	1	1	NA
ELF2	-0.234	0.056	0.935	0.958	0.17776429680507244	1	0.3533242880131333	0.14188989486085435	NA	0.1507296346717072	NA	0.4117733132047542	-0.23009597113744984	NA	NA	1	1	NA	1	NA	1	1	NA	NA
ELK3	-0.842	0.306	0.772	0.785	0.3298714531789797	0.00101723796648071	0.3973823832197494	0.5244566161759874	-0.26476048220261217	0.207283198322334	-0.20487165517133787	0.6286145951753241	-0.3192524161188601	-0.23950715852393545	-0.2980933857945347	1	0.27513574529851215	1	1	1	0.07991505434087842	0.33339367756302846	1	0.08318296907724797
ELMOD3	-0.738	-0.483	0.821	0.761	0.13837694532836045	1	0.1751237968578632	0.26854143423665566	-0.14862866211760573	0.24639648877639608	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	NA	NA	NA
ELOVL5	0.203	-0.074	0.935	0.952	0.17121962899846788	1	NA	NA	NA	0.23099184965669717	0.17688525579934766	NA	NA	NA	0.17354807038585507	NA	NA	NA	1	1	NA	NA	NA	0.2755260917939017
EMB	0.482	0.121	0.868	0.917	0.30321223410591736	0.00248935360387919	NA	NA	0.18833262658755023	0.549696255011821	0.49231389798758185	NA	-0.25239637208001575	-0.2739021561643318	0.16069278572629075	NA	NA	1	0.05016989135460829	1	NA	1	1	1
EMP3	0.863	-0.765	0.766	0.543	-0.23165411426107685	3.011547858546177e-4	-0.7070772559557845	-0.44913940581484546	NA	-0.3032991440496695	-0.33913910030400496	NA	0.16677625039427468	NA	-0.14179309302168974	1	0.05338337578017136	NA	0.7924139762593347	1	NA	1	NA	1
ENTPD1	0.258	1.174	0.962	0.436	0.2411739922557783	1	0.6872184769374199	0.401104718442707	0.30749295922679354	1.2208857022724948	-0.44263293170200657	0.28791707534506794	NA	0.1473194269403535	0.28492978507598776	1	1	1	4.485563171466555e-15	1	1	NA	1	0.01996905155388543
EP300	-0.778	0.297	0.684	0.813	0.198655566445061	1	0.308568338108971	NA	NA	0.3576586595356093	-0.18864954361289188	0.46465226034443646	-0.5213047539199779	-0.1583916680323848	0.179723817363875	1	NA	NA	1	1	1	2.86835666337611e-5	1	0.7242374315577023
EPB41	-0.35	0.242	0.907	0.862	0.31544357657318867	3.049108919175277e-5	NA	0.1672997972385395	-0.2360882685148555	0.37468729852553695	0.6972745336225119	0.41852186860904306	-0.8805321176352501	-0.2162762044967508	NA	NA	1	1	1	1.4594332327761016e-4	1	7.666629235635812e-27	1	NA
EPB41L4A-AS1	0.654	0.772	0.819	0.542	0.1856211797165924	1	0.24828233673718003	0.5508694634216906	0.2997052682722674	0.2541885959676441	NA	-0.2356779695700856	0.27204217762322447	0.15698530546938003	NA	1	1	1	1	NA	1	1	1	NA
ERN1	-0.139	-0.126	0.965	0.934	0.316037123154261	0.01363339769354303	0.8255796122117035	0.5819114582744783	NA	0.3202855522632798	NA	NA	-0.3318765859129822	NA	NA	1	1	NA	1	NA	NA	0.01692258776437005	NA	NA
ETF1	-0.098	0.44	0.974	0.638	0.1436163680943947	1	NA	NA	0.14542876583888498	0.18284121986043533	0.23153926310353432	0.20098627315924167	-0.3519178638616477	-0.18502437143986503	NA	NA	NA	1	1	1	1	0.06908257680621967	1	NA
ETFB	-0.542	-0.71	0.88	0.595	0.2097705696150245	1	-0.1987782016474916	0.19919732480260544	0.264748220303071	0.3086353916564726	0.3850773149961346	NA	0.5401548827535495	0.22433533370343384	NA	1	1	1	1	1	NA	1.0705964525869446e-4	1	NA
ETV7	1.254	-1.029	0.814	0.563	0.6902742363093457	6.703319719577117e-25	0.6792933433689912	0.3713258010329207	0.27937134641902994	0.4991298225217902	0.28549783294218806	1.1114947620351188	NA	0.3610188143004026	0.17893777068338945	1	1	1	0.1480735518730626	1	5.237429488393562e-8	NA	1	0.04022746173352151
EVA1B	0.62	-0.529	0.908	0.776	0.2939846988472	5.704178340569227e-4	-0.14116896144005908	0.5486801839743773	0.4054859585918164	0.36724157049789313	NA	0.285337553177127	0.15003163714586554	NA	0.15973762499376004	1	1	1	1	NA	1	1	NA	0.05618148143585005
EVI2B	0.352	0.483	0.934	0.702	0.16151595823628395	1	0.21585873155785928	0.3552037172203779	NA	NA	0.3124303135912694	-0.16129561962741357	-0.2267272965246152	-0.15788417372702268	NA	1	1	NA	NA	1	1	1	1	NA
EVL	0.127	-0.333	0.972	0.722	0.5039031736250115	3.740401235313033e-15	1.1778509340540817	0.4787188386679926	NA	0.6434386223135871	0.26069624024372184	0.5172580680535448	NA	0.13926244696989645	0.1715935399795372	5.896662769899762e-6	1	NA	5.81671723152819e-4	1	1	NA	1	1
EZH2	-0.132	0.086	0.975	0.952	0.1993477963017759	0.01272770287934441	NA	0.1755175342398455	0.32728007073234866	0.16356511068095358	NA	0.3468754823998117	NA	NA	NA	NA	1	1	1	NA	1	NA	NA	NA
FABP5	0.965	1.166	0.647	0.284	0.2592639983924896	1	NA	0.2135823309819821	0.1507660595393091	0.25367877150014995	0.5450009339105988	0.33165976287890764	NA	NA	0.17122585872069251	NA	1	1	1	1	1	NA	NA	1
FAM107B	-0.095	-0.118	0.968	0.915	0.3989027658224269	1.5207045056262741e-15	0.15011257555255098	0.3216823962613722	0.17132864518140956	0.30040459183933654	0.2418615117178371	0.8455258014009266	-0.575688174735264	NA	0.1661120649749832	1	1	1	1	1	1.3224257403990063e-9	6.708450240907105e-13	NA	1
FAM120A	0.246	1.244	0.951	0.277	0.1792252981375173	1	0.4434375679801176	0.23050286543290688	NA	NA	NA	0.24004479773461912	NA	NA	NA	1	1	NA	NA	NA	1	NA	NA	NA
FAM129A	-0.466	-0.289	0.874	0.764	0.47640055157232863	8.534424259948707e-16	0.996283378990932	0.365645265932816	-0.31119008858513686	0.7254425064512733	NA	0.5351121577038558	-0.31034031535913176	-0.19928908447507787	0.289944188353606	1.8829425911746372e-4	1	1	1.0679133188299666e-8	NA	0.3183080889928868	0.02857187738890602	1	2.943083238728672e-4
FAM162A	0.406	-0.675	0.865	0.465	-0.2492632914983406	4.335846697619997e-5	-0.1891651503205638	-0.38999091451550305	NA	-0.36400987062835055	NA	-0.3273428429359173	NA	0.15853902933977193	NA	1	0.2838022537409692	NA	0.21201082306490313	NA	1	NA	1	NA
FAM173A	-0.497	-1.511	0.938	0.427	0.13855232476974866	1	0.2664896727899805	0.3446147435811783	0.17787559637237804	0.13949683791414047	NA	0.2010662350275166	0.18134912109043427	0.26165280479604924	NA	1	1	1	1	NA	1	1	1	NA
FAM204A	-0.285	-0.007	0.933	0.995	0.15118474633882395	1	0.1690799966531723	NA	0.16594882265534072	NA	NA	0.5110487579234125	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA
