gene	p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	pct.diff
LAG3	2.1135522126022322e-7	0.47411191386533624	-0.31537619043984033	0.012	0.063	0.007343114452243935	11	-0.051000000000000004
GNB5	2.7691385431112654e-7	0.4673049842952514	-0.31881085419439414	0.046	0.107	0.009620818040331469	11	-0.061
ANKRD36	3.350086918216014e-7	0.47032581376685495	-0.2817589080210072	0.03	0.088	0.011639206979957899	11	-0.057999999999999996
NUDT1	3.4180566717086446e-7	0.45899548921563066	-0.4077802082993955	0.121	0.185	0.011875354294517344	11	-0.064
S100A6	3.7584254378236783e-7	0.5602845344752831	0.33036935939698875	0.98	0.886	0.013057897498630806	11	0.09399999999999997
CIITA	3.9528932165658745e-7	0.4705504530209526	-0.2517349153148778	0.03	0.087	0.013733536902314818	11	-0.056999999999999995
FYCO1	4.656787252817865e-7	0.46961352715331384	-0.31012022862187255	0.037	0.095	0.016179075952465108	11	-0.058
MZT2B	4.829641868863619e-7	0.4427440817250606	-0.5938400925303944	0.713	0.565	0.016779624744992873	11	0.14800000000000002
PEBP1	4.90511946231006e-7	0.44429956643568447	-0.683480039093129	0.595	0.493	0.01704185654790384	11	0.10199999999999998
CASP1	5.022605239529633e-7	0.46598202741528494	-0.35768455740847016	0.061	0.123	0.017450037383697804	11	-0.062
GIMAP7	5.081024627183463e-7	0.44661846999465094	-0.9328290779636961	0.435	0.416	0.017653003862223505	11	0.019000000000000017
RNASEH2B	5.191094954367606e-7	0.46056283456777214	-0.4254693469202169	0.111	0.175	0.018035421199959375	11	-0.06399999999999999
IL18R1	5.259983209136818e-7	0.46641097339516446	-0.38680769640564633	0.059	0.12	0.01827475966350405	11	-0.061
MXD1	7.082620819924511e-7	0.46177132838703533	-0.6574834010538029	0.103	0.167	0.024607149514663727	11	-0.06400000000000002
SOD1	9.559031721473932e-7	0.4426704688988425	-0.45423231141814524	0.857	0.691	0.03321094390991688	11	0.16600000000000004
GRK2	9.907599680609834e-7	0.45855722416027306	-0.49844513912490085	0.155	0.211	0.03442197357034275	11	-0.055999999999999994
CXCL16	1.0290118638231154e-6	0.4636563324585408	-0.5973550625604668	0.091	0.153	0.0357509591848065	11	-0.062
MTSS1	1.0324374485853927e-6	0.4619995415737058	-0.5175833166758903	0.108	0.171	0.035869974276202296	11	-0.06300000000000001
PDE4A	1.119174119108824e-6	0.4670682251506413	-0.34149978337581055	0.062	0.123	0.038883466420197875	11	-0.061
KMT2A	1.1219512572066084e-6	0.4457388288959967	-0.6778338844298035	0.597	0.508	0.0389799525291292	11	0.08899999999999997
HIST1H1C	1.282259358334324e-6	0.4611505520392544	-0.5100956423456319	0.121	0.184	0.04454953688660942	11	-0.063
TMEM176B	1.2919734942644785e-6	0.4778204105548562	-0.2764031206900003	0.008	0.052	0.04488703511123077	11	-0.044
ISG15	1.3277010325707017e-6	0.4484538973253244	-0.9343204076156473	0.454	0.421	0.04612831697460389	11	0.03300000000000003
OPN3	1.3416275629080638e-6	0.4725234212023235	-0.25271402735501775	0.03	0.083	0.04661216641811486	11	-0.053000000000000005
TRIM22	1.358019297726875e-6	0.46050267954205815	-0.5483111499736428	0.135	0.193	0.04718166446092482	11	-0.057999999999999996
LRRFIP1	1.4195168779129165e-6	0.4456975157168777	-0.504038233703326	0.612	0.535	0.04931827488932846	11	0.07699999999999996
KLRD1	1.8047364959064576e-6	0.47445880753832376	-0.589532232092884	0.024	0.073	0.06270196007727806	11	-0.048999999999999995
RAB33A	1.8431528541190713e-6	0.47242261037887057	-0.2594774601479079	0.034	0.086	0.0640366596106589	11	-0.05199999999999999
PRKCA	1.85656327040669e-6	0.46988452105359235	-0.30876334866099947	0.049	0.105	0.06450257770373963	11	-0.055999999999999994
TARSL2	1.891205449095419e-6	0.46645526330827863	-0.37429173999163257	0.076	0.135	0.06570615091792215	11	-0.05900000000000001
USF2	2.0400128342436877e-6	0.4542347286324108	-0.6184242408355265	0.278	0.301	0.07087616590012843	11	-0.022999999999999965
OAZ1	2.1492609343416993e-6	0.44376575423736003	-0.2730757672744959	0.978	0.893	0.07467177264183365	11	0.08499999999999996
ALCAM	2.2412336915473164e-6	0.467780150667368	-0.3725312521435795	0.066	0.125	0.07786718214542841	11	-0.059
ZNF655	2.290269922056631e-6	0.46008431184706056	-0.44183480458253876	0.153	0.21	0.07957084790201353	11	-0.056999999999999995
SYNGR2	2.2903736168936614e-6	0.4584429092418526	-0.6906749311734659	0.184	0.233	0.07957445057173648	11	-0.049000000000000016
FLOT2	2.4154426818684857e-6	0.4700481627227426	-0.26871087038500907	0.051	0.106	0.08391972509615679	11	-0.055
RAB8B	2.457587083132985e-6	0.44997694813490535	-0.68124929011903	0.454	0.415	0.0853839480292893	11	0.039000000000000035
PDE7A	2.4618679740211e-6	0.4660833428483887	-0.39205043673004947	0.084	0.142	0.08553267902141508	11	-0.05799999999999998
SFI1	2.518697167894937e-6	0.4717987924848457	-0.2927083028380591	0.04	0.093	0.0875070957041738	11	-0.053
RFFL	2.659344756497479e-6	0.46765822956861447	-0.3254011763977732	0.071	0.128	0.09239361487499191	11	-0.05700000000000001
GPR157	2.867527032138578e-6	0.4678550458502217	-0.7756600217880644	0.071	0.127	0.0996264916775906	11	-0.05600000000000001
FANK1	3.085562440442148e-6	0.47643855322913325	-0.2734915202719684	0.019	0.065	0.10720169586828156	11	-0.046
ARID4A	3.2874639279392714e-6	0.45578263493937965	-0.5946557167290009	0.256	0.289	0.1142163592483941	11	-0.032999999999999974
SERPINA1	3.325715010661126e-6	0.47736047969063744	-0.31440502518487373	0.015	0.06	0.1155453166153995	11	-0.045
LDHB	3.3277009447270553e-6	0.44860929857999327	-0.6327419142423087	0.575	0.489	0.11561431392265209	11	0.08599999999999997
NFATC2IP	3.4425569900545103e-6	0.5409227130970259	-0.2500910752885207	0.379	0.234	0.11960475750546386	11	0.145
PHF11	3.7262964326531894e-6	0.542260340692437	-0.2594071337303874	0.418	0.258	0.12946271695966977	11	0.15999999999999998
CPNE3	3.7473461139931567e-6	0.5409924001527495	-0.26086917650652813	0.39	0.237	0.13019404603846424	11	0.15300000000000002
NCF4	4.319576909897914e-6	0.4706577034042615	-0.33154674899346825	0.054	0.108	0.15007506058058323	11	-0.054
TNFRSF9	4.449738681713461e-6	0.4708242199595875	-0.34363907348183304	0.052	0.107	0.15459727101877077	11	-0.055
GPAT3	4.593283556874301e-6	0.4696445074082067	-0.5179829587480034	0.062	0.117	0.15958445061648385	11	-0.05500000000000001
TMEM106C	5.660831187243115e-6	0.47285553768260064	-0.2575675476032223	0.042	0.093	0.19667425793838755	11	-0.051
MCL1	6.273270564959069e-6	0.44926503650651756	-0.6474666080444604	0.656	0.528	0.21795223923837295	11	0.128
ANAPC16	6.2757624228745755e-6	0.4489703166937576	-0.5621822054857097	0.686	0.544	0.21803881385793136	11	0.14200000000000002
CCND3	6.288463231864051e-6	0.4628987883776009	-0.5164975242454457	0.145	0.195	0.21848007806465272	11	-0.05000000000000002
CPOX	6.467807650525451e-6	0.46838895063747293	-0.3654192447979958	0.079	0.133	0.22471104120220572	11	-0.054000000000000006
CAPG	6.718582138525906e-6	0.46053079879911424	-0.6301705369815929	0.185	0.231	0.23342369923880557	11	-0.04600000000000001
CCL4	6.933900435488478e-6	0.47491118314611913	-1.047366049499972	0.032	0.08	0.24090450283017617	11	-0.048
RGCC	7.295279179182212e-6	0.5434176837591134	0.6306501202928736	0.393	0.305	0.2534598845223276	11	0.08800000000000002
TBC1D2B	8.015596657981528e-6	0.46645299025012676	-0.4018247610127549	0.103	0.157	0.27848587468825226	11	-0.054000000000000006
C15orf48	8.198026498009924e-6	0.4614889460487657	-2.508353955266878	0.182	0.222	0.28482403462035877	11	-0.04000000000000001
BCAT1	8.370719201198217e-6	0.4753830533524432	-0.2615477984853924	0.03	0.078	0.2908238972072297	11	-0.048
LYST	8.612065757169263e-6	0.4596046734297816	-0.6763309250852203	0.218	0.254	0.2992090006013317	11	-0.036000000000000004
LSM10	8.617128994608781e-6	0.4594644475002082	-0.5272073751259765	0.223	0.256	0.29938491265969286	11	-0.033
LINC00324	8.719614399390241e-6	0.47249944992918613	-0.2791013544786809	0.049	0.1	0.3029455630780152	11	-0.051000000000000004
GAB3	8.7836399571222e-6	0.4744682006849433	-0.28097583435608886	0.037	0.085	0.3051700030302966	11	-0.04800000000000001
DIAPH1	9.138990206842855e-6	0.5440168267041575	-0.28713865893251467	0.538	0.329	0.3175159367563413	11	0.20900000000000002
MKNK2	9.153443090430056e-6	0.46366067950865203	-0.41862333512470834	0.142	0.194	0.31801807329081144	11	-0.05200000000000002
TRAF5	9.421099582591952e-6	0.47083794163853293	-0.2898705989016665	0.062	0.115	0.32731726279799217	11	-0.053000000000000005
LINC01089	9.61256026695586e-6	0.47367831992133347	-0.25638874363900704	0.042	0.092	0.33396918135484743	11	-0.049999999999999996
MMP19	1.0566474491528073e-5	0.47910676240262934	-0.2563984973759782	0.015	0.056	0.36711102325915984	11	-0.041
ZMAT3	1.0752447722365021e-5	0.4721493063848694	-0.28363577561756836	0.054	0.106	0.3735722912181279	11	-0.052
NMT2	1.0964912044000524e-5	0.4715212201413211	-0.30132166148005557	0.059	0.111	0.3809539391447102	11	-0.052000000000000005
ZDHHC18	1.3168948741433295e-5	0.46858530397444637	-0.33326152675703774	0.089	0.142	0.45752878612361697	11	-0.05299999999999999
MOB3A	1.3626573425821091e-5	0.464985793710612	-0.39251041277002485	0.135	0.186	0.4734280405333022	11	-0.05099999999999999
REL	1.3963559897619633e-5	0.4543169013049076	-1.2707752788823297	0.445	0.4	0.48513596152299887	11	0.044999999999999984
TNFAIP3	1.4323550975560122e-5	0.4521979990866288	-0.40191555061137074	0.484	0.482	0.4976431315438853	11	0.0020000000000000018
RBPJ	1.4876636166925626e-5	0.5461094938500398	-0.3784122057200232	0.681	0.418	0.5168589703474971	11	0.26300000000000007
TGFBI	1.630385384943707e-5	0.4806960605893048	-0.40497085515712006	0.012	0.05	0.5664447942909921	11	-0.038000000000000006
PPP1R2	1.6398805550016494e-5	0.45185644779471507	-0.6135124586151952	0.639	0.514	0.569743701224223	11	0.125
BEX2	1.652420716200367e-5	0.4766718495478827	-0.252874383977766	0.03	0.075	0.5741005294294935	11	-0.045
CDKN2D	1.8737456316389612e-5	0.47006843969770234	-0.348966402509324	0.081	0.133	0.6509954448003243	11	-0.052000000000000005
PASK	2.016654812858596e-5	0.4693101317581167	-0.5439146809130108	0.091	0.142	0.700646381631462	11	-0.05099999999999999
ATP8A1	2.1141376252644695e-5	0.47674936499736364	-0.2596674836624341	0.032	0.077	0.7345148351456346	11	-0.045
AC026979.2	2.1552620769737463e-5	0.47679445117524794	-0.2764179462441981	0.032	0.076	0.7488027034029887	11	-0.044
RBM38	2.2724464044900533e-5	0.4704092549076483	-0.3864539757967423	0.083	0.132	0.7895160543119792	11	-0.049
NDE1	2.3108506460505837e-5	0.46773307382755847	-0.3699563111741335	0.113	0.162	0.8028588399573543	11	-0.049
TTC14	2.3883774401008913e-5	0.5385759449005519	-0.27582481655142643	0.411	0.257	0.8297939740142527	11	0.15399999999999997
DDB2	2.4767204905187546e-5	0.4673752268845356	-0.3788849002807554	0.118	0.168	0.8604870000209309	11	-0.05000000000000002
RPS6KA5	2.5317593587677985e-5	0.4639029291766189	-0.5398751331185063	0.174	0.218	0.8796091540166963	11	-0.04400000000000001
TMEM14B	2.604200372021908e-5	0.5403999976815733	-0.2572093662460061	0.482	0.298	0.9047773352515716	11	0.184
ATAD2	2.7286109202354664e-5	0.47368188459501365	-0.2930782269538431	0.056	0.104	0.9480012920174081	11	-0.047999999999999994
OFD1	2.780320119253722e-5	0.5342421720414107	-0.2653821981947387	0.305	0.192	0.9659666190323206	11	0.11299999999999999
AC016831.1	2.9338101724592206e-5	0.47266579519499763	-0.2806769894038301	0.064	0.114	1	11	-0.05
RSBN1L	3.055891356986978e-5	0.4574663275368838	-0.6125994423797979	0.378	0.36	1	11	0.018000000000000016
ABHD17A	3.0849645081707624e-5	0.5415842239431335	-0.2636022888643864	0.536	0.335	1	11	0.201
RFC1	3.120077797738061e-5	0.5388706786016509	-0.265414345394946	0.435	0.274	1	11	0.16099999999999998
RASSF7	3.263451192959556e-5	0.4743869770489457	-0.26640266498211906	0.052	0.1	1	11	-0.04800000000000001
CD58	3.3339386851221156e-5	0.4628929876813396	-0.4688815032633083	0.207	0.244	1	11	-0.037000000000000005
SAMD9L	3.782824743473552e-5	0.47086731084610023	-0.34773492716007554	0.086	0.136	1	11	-0.05000000000000002
ANXA2R	3.8049846605512556e-5	0.47595397056316546	-0.2875733662628361	0.044	0.088	1	11	-0.044
LRCH4	3.922558814216245e-5	0.4726237274161256	-0.261846085204718	0.069	0.118	1	11	-0.04899999999999999
ANKRD28	4.160211235636055e-5	0.53974260241326	-0.31520236266004886	0.476	0.306	1	11	0.16999999999999998
SYAP1	4.174738012211724e-5	0.5407879730613628	-0.3943397194415976	0.54	0.332	1	11	0.20800000000000002
AUTS2	4.362913723931677e-5	0.47332312565106216	-0.3728340816740048	0.066	0.113	1	11	-0.047
METRNL	4.4239991196645325e-5	0.5385066606066596	-0.4840698311158438	0.457	0.282	1	11	0.17500000000000004
PPP1R7	4.5814401088150376e-5	0.5377621484171609	-0.28202617335305424	0.432	0.268	1	11	0.16399999999999998
CCL5	4.610252231781521e-5	0.47124105530784727	-1.4483561615028697	0.088	0.135	1	11	-0.047000000000000014
CITED2	4.986851242018101e-5	0.5317579787303977	-0.25599647509004037	0.273	0.173	1	11	0.10000000000000003
SLC39A8	5.0520345509056326e-5	0.47562529376151735	-0.3407998730853485	0.049	0.094	1	11	-0.045
SERINC5	5.3200931552303516e-5	0.47035445152190086	-0.33425080453684775	0.099	0.148	1	11	-0.04899999999999999
LMO4	5.322737109952251e-5	0.46056927412762805	-1.0477960288988633	0.319	0.313	1	11	0.006000000000000005
SRSF5	5.764560920503619e-5	0.4553917430083972	-0.534789071931605	0.59	0.496	1	11	0.09399999999999997
TGFBR3	5.824134792772654e-5	0.47154131193842735	-0.4246030293854328	0.089	0.136	1	11	-0.047000000000000014
AC093323.1	5.894743828723901e-5	0.4762418989781479	-0.27253138873826915	0.047	0.091	1	11	-0.044
PRNP	5.9928042362898914e-5	0.5374717015833707	-0.3212007157703839	0.433	0.274	1	11	0.15899999999999997
TUBA4A	6.577398700243223e-5	0.458402984896635	-0.8387583476297809	0.433	0.388	1	11	0.044999999999999984
RNMT	6.704703632291757e-5	0.539870490868343	-0.2891042912683315	0.538	0.337	1	11	0.201
CCDC88C	6.767635685239749e-5	0.46858692891011094	-0.48685214655107123	0.135	0.176	1	11	-0.04099999999999998
NHLRC3	7.079890319261649e-5	0.4769814530306189	-0.25974794870050094	0.044	0.087	1	11	-0.043
EIF4E3	7.212787363114099e-5	0.47593259640942365	-0.2858305562459247	0.052	0.096	1	11	-0.044000000000000004
TUT4	7.446870161068464e-5	0.46095306911737455	-0.6943862609962815	0.336	0.322	1	11	0.014000000000000012
DYRK2	7.759190830379158e-5	0.47137862393522273	-0.36840508254635324	0.098	0.144	1	11	-0.045999999999999985
EDEM1	7.947759779762089e-5	0.4673068869976963	-0.4100111078353378	0.159	0.2	1	11	-0.04100000000000001
ARHGAP25	9.254633530932667e-5	0.47361596127916267	-0.3503419955475176	0.078	0.122	1	11	-0.044
SH3YL1	9.626256957046559e-5	0.4760306666006446	-0.28864004492125156	0.056	0.099	1	11	-0.043000000000000003
CHD2	9.689254977189636e-5	0.46307415180487854	-0.5199604289853866	0.261	0.286	1	11	-0.024999999999999967
IGBP1	9.82336475588593e-5	0.5385108224789175	-0.26668161489926645	0.518	0.325	1	11	0.193
ZFAS1	9.909989221497139e-5	0.45405845783365095	-0.38788932232318585	0.938	0.77	1	11	0.16799999999999993
PTGS2	1.0615871519105267e-4	0.5206715611889292	0.27003257869752084	0.115	0.072	1	11	0.04300000000000001
CCDC28A	1.2048623305525208e-4	0.47062544079273305	-0.36246280768150213	0.12	0.163	1	11	-0.04300000000000001
PIP4K2A	1.2087622987001694e-4	0.46379563712829297	-0.5605858538665902	0.268	0.282	1	11	-0.013999999999999957
H2AFV	1.2302350740722042e-4	0.45650636091482155	-0.4912685091999214	0.737	0.551	1	11	0.18599999999999994
IDO1	1.2856240609081853e-4	0.47177627022841206	-1.9046183577854001	0.108	0.15	1	11	-0.041999999999999996
PHTF2	1.3475889920621758e-4	0.47222530337595153	-0.41016102529801457	0.103	0.145	1	11	-0.041999999999999996
POGLUT1	1.4053356875942994e-4	0.5283533172334769	-0.32217380144068014	0.238	0.153	1	11	0.08499999999999999
SMC5	0.00014375226374844933	0.5338792373368625	-0.2646632603232357	0.373	0.241	1	11	0.132
CYSLTR1	1.450782694488228e-4	0.4728712963179347	-0.5338982397714044	0.098	0.139	1	11	-0.04100000000000001
GOLGA8A	1.5032041946277212e-4	0.47152683565972886	-0.42124356217905395	0.115	0.157	1	11	-0.041999999999999996
RAP2B	1.5591851314903057e-4	0.5315889437562639	-0.2609820658786039	0.315	0.203	1	11	0.11199999999999999
TNFRSF4	1.5955553889780735e-4	0.46678038932458565	-0.5094509395032416	0.184	0.233	1	11	-0.049000000000000016
PHF3	1.6188075877146156e-4	0.4604523759781511	-0.6108623410918298	0.44	0.396	1	11	0.043999999999999984
CAT	1.7333425136882506e-4	0.4753915391275805	-0.252076080339406	0.071	0.114	1	11	-0.04300000000000001
PHC3	1.7474110844479206e-4	0.46981352386455516	-0.4332752378614253	0.147	0.185	1	11	-0.038000000000000006
TECR	1.862038153331034e-4	0.46495398478482464	-0.6119439719241092	0.275	0.278	1	11	-0.0030000000000000027
TBC1D4	1.959668880048488e-4	0.4707206129505465	-0.6578636888352001	0.137	0.175	1	11	-0.03799999999999998
CCDC186	2.0151773397818738e-4	0.5333340459594396	-0.3004783121292042	0.378	0.245	1	11	0.133
BOD1L1	2.1258499100946864e-4	0.5396278615857765	-0.2683724539660559	0.656	0.426	1	11	0.23000000000000004
TMEM245	2.177054334964682e-4	0.5288888330680537	-0.2583837574505153	0.266	0.172	1	11	0.09400000000000003
MXI1	2.2201262843320925e-4	0.4675927830857363	-0.47637226460672155	0.201	0.232	1	11	-0.031
SENP7	2.2969315748167868e-4	0.4724796405283065	-0.4042007124483048	0.115	0.155	1	11	-0.039999999999999994
RNF144B	2.3202925442366817e-4	0.4783569726443053	-0.25539483356128057	0.049	0.09	1	11	-0.040999999999999995
FOSB	2.4378118466295782e-4	0.4754529996571617	-0.33879212042477236	0.076	0.12	1	11	-0.044
HIST1H4C	2.462167037128005e-4	0.45960336792591433	-0.8037567157654713	0.565	0.482	1	11	0.08299999999999996
STMN1	2.552044051866107e-4	0.4631370706100562	-0.5586623338517066	0.344	0.346	1	11	-0.0020000000000000018
STAM	2.562925974939049e-4	0.4672987762077124	-0.5847447738575079	0.224	0.244	1	11	-0.01999999999999999
TGFB1	2.5662805608699286e-4	0.4615701095019608	-0.7032438596289132	0.449	0.4	1	11	0.04899999999999999
CCM2	2.675052415293179e-4	0.46447639721227335	-0.4964203063926583	0.314	0.312	1	11	0.0020000000000000018
CERS6	2.7180168521742274e-4	0.4770582277686857	-0.338887869591005	0.064	0.105	1	11	-0.040999999999999995
YPEL3	2.7424682774094915e-4	0.46170727073805856	-0.6355065399104018	0.469	0.401	1	11	0.06799999999999995
PFKFB3	2.892741679533317e-4	0.4641068516583547	-0.619309370071762	0.331	0.327	1	11	0.0040000000000000036
MRPL34	2.918536423249181e-4	0.5363347882633832	-0.2757493487922972	0.541	0.34	1	11	0.201
MPHOSPH8	2.923504506352931e-4	0.4591984904375453	-0.6013028386448345	0.708	0.535	1	11	0.17299999999999993
ZBTB38	3.0037344391250093e-4	0.534849717431558	-0.2658015299052582	0.45	0.301	1	11	0.14900000000000002
TMEM154	3.2677348650444446e-4	0.4805262617565253	-0.26414409587266585	0.039	0.075	1	11	-0.036
UBR2	3.324837409537271e-4	0.530329262148843	-0.2713116077364979	0.32	0.209	1	11	0.11100000000000002
TFRC	3.5023066076724044e-4	0.5292399395372087	-0.36222573168502725	0.295	0.193	1	11	0.10199999999999998
CD46	4.300034828263173e-4	0.5347740167250415	-0.2640966636658738	0.497	0.324	1	11	0.173
ANP32A	4.516458082557661e-4	0.5355552219062142	-0.2806760352127514	0.546	0.352	1	11	0.19400000000000006
PPHLN1	5.353261771000874e-4	0.5320388842752856	-0.29112609769186026	0.411	0.267	1	11	0.14399999999999996
PLEKHF1	5.403596898424779e-4	0.47707589373591097	-0.3109430750316956	0.079	0.117	1	11	-0.038000000000000006
MT-ND6	5.607804293377758e-4	0.5373010231557869	-0.2611493946527068	0.681	0.444	1	11	0.23700000000000004
LAYN	5.629946320293567e-4	0.5207516876461447	-0.2542095998928415	0.147	0.094	1	11	0.05299999999999999
RPS4Y1	5.716462915907343e-4	0.46508965996864793	-0.5052799921604316	0.324	0.353	1	11	-0.02899999999999997
CELF2	5.772059572357617e-4	0.46509297928167215	-0.5718109502475928	0.373	0.353	1	11	0.020000000000000018
EHD1	5.948503999288588e-4	0.471321774334194	-0.41310627879822787	0.17	0.204	1	11	-0.033999999999999975
IFI6	6.267686298562099e-4	0.5246255203821745	-0.36173706655538335	0.212	0.142	1	11	0.07
POU2F2	6.531827047739502e-4	0.4786368504521062	-0.3545473282831607	0.066	0.103	1	11	-0.03699999999999999
FURIN	6.708500910170881e-4	0.5321511483489784	-0.36174167341116314	0.44	0.284	1	11	0.15600000000000003
TRAPPC1	7.551177738066153e-4	0.5339597711853556	-0.28753150159594143	0.548	0.346	1	11	0.20200000000000007
GOLGA8B	7.599398777439543e-4	0.4776810040372846	-0.31718768033750333	0.081	0.117	1	11	-0.036000000000000004
DDX39B	7.708053383082705e-4	0.5265969284401295	-0.2572156507894933	0.268	0.177	1	11	0.09100000000000003
NSD3	7.735343107387596e-4	0.4629262734005087	-0.6288827005044042	0.626	0.483	1	11	0.14300000000000002
TMPO	7.799906571246151e-4	0.4669238512371492	-0.6124429671247831	0.344	0.321	1	11	0.022999999999999965
MT1X	7.961430809676745e-4	0.5299326019277236	-0.8208675232987953	0.346	0.242	1	11	0.10399999999999998
RSBN1	8.000255440961723e-4	0.5320143158035706	-0.33530802395992765	0.454	0.293	1	11	0.16100000000000003
PRRC2B	8.560650594984713e-4	0.531445449437576	-0.2740404023691545	0.422	0.282	1	11	0.14
ASXL2	8.850244807732052e-4	0.52623602143307735	-0.2566151790868387	0.263	0.176	1	11	0.08700000000000002
SC5D	8.880018459963758e-4	0.47756955474614726	-0.37039757011556335	0.086	0.122	1	11	-0.036000000000000004
PAXX	8.922305247517319e-4	0.5272772903917249	-0.28476325059648233	0.293	0.195	1	11	0.09799999999999998
FAM118A	8.942870537633739e-4	0.47368325954057594	-0.4533149382442983	0.147	0.178	1	11	-0.031
CREBZF	8.968982011407103e-4	0.4683432996671354	-0.6106244558210443	0.298	0.292	1	11	0.006000000000000005
CKB	9.136178068103786e-4	0.4818201873785071	-0.3074132492586046	0.042	0.077	1	11	-0.034999999999999996
POLR3GL	9.849234485507e-4	0.47108389486357005	-0.4972962656025731	0.214	0.232	1	11	-0.018000000000000016
ZFP14	0.001079424444431879	0.4800807006937392	-0.2705815762865403	0.062	0.097	1	11	-0.035
SLC39A10	0.0011403336968877737	0.5261151789953206	-0.3092560628470763	0.277	0.184	1	11	0.09300000000000003
ANXA6	0.0011812995705339615	0.4693728931621189	-0.5348874089398479	0.278	0.284	1	11	-0.00599999999999995
PTPRA	0.0012100909328005935	0.5286913594050665	-0.3061025691150036	0.359	0.238	1	11	0.121
COMTD1	0.0012336585711894938	0.48050067017716963	-0.2507904499054568	0.061	0.095	1	11	-0.034
CCDC107	0.0012374021340967273	0.46646908220559713	-0.5636472440042436	0.435	0.382	1	11	0.05299999999999999
RPS6KA3	0.0013256187742371204	0.5324448589424366	-0.2906294375426517	0.535	0.349	1	11	0.18600000000000005
PCSK7	0.0013551088855387533	0.46963993351522487	-0.6300725166022221	0.297	0.287	1	11	0.010000000000000009
SIRT7	0.0014183859666162602	0.4731810294251683	-0.43927286009067124	0.184	0.207	1	11	-0.022999999999999993
ITPRIPL1	0.0014188887528756669	0.480169382367787	-0.2928547944212972	0.067	0.101	1	11	-0.034
MCM6	0.001642825707646506	0.4808078246827931	-0.2666629817928013	0.064	0.097	1	11	-0.033
BRD9	0.0017740433124935856	0.5266582315685353	-0.2864911075855871	0.317	0.214	1	11	0.10300000000000001
PRDX2	0.0019386814352504184	0.4684665262697562	-0.599825673725439	0.405	0.357	1	11	0.04800000000000004
CDC42SE1	0.00195506408684026	0.5312970062407529	-0.3036346845219593	0.538	0.349	1	11	0.18900000000000006
RFTN1	0.0019717154447501826	0.4715470848580106	-0.512063917179734	0.261	0.263	1	11	-0.0020000000000000018
PHF1	0.0021154249382928448	0.5243738359025711	-0.261884184584844	0.263	0.178	1	11	0.08500000000000002
MRPS34	0.002194053368777658	0.5310283039164116	-0.27978293786861774	0.541	0.351	1	11	0.19000000000000006
VPS13C	0.0022042459842523455	0.5294782125107713	-0.3317511195440118	0.452	0.3	1	11	0.15200000000000002
SMDT1	0.002238289915526902	0.5304200918859916	-0.32279911267173556	0.513	0.332	1	11	0.181
BASP1	0.002277976817648712	0.4752559519032376	-1.1506451462486873	0.162	0.189	1	11	-0.026999999999999996
GLOD4	0.0022909052133079327	0.5263308093468447	-0.27464839475818453	0.329	0.221	1	11	0.10800000000000001
JPT1	0.002339895400327718	0.4678384631734395	-0.6180042676929737	0.504	0.407	1	11	0.09700000000000003
ALKBH7	0.0023714305186634073	0.5302338862953907	-0.2788302016709121	0.508	0.331	1	11	0.177
SNRNP200	0.0025228089644578574	0.5293397087352356	-0.35158052344657165	0.47	0.308	1	11	0.16199999999999998
IL4I1	0.0026544525416977854	0.5217642308902659	-0.6298185373280971	0.212	0.143	1	11	0.069
USP3	0.002722388374933927	0.5276324800325498	-0.2797535864311431	0.391	0.264	1	11	0.127
FOS	0.0027431468788794034	0.4750659686844251	-0.8129364666568691	0.177	0.202	1	11	-0.025000000000000022
RAB9A	0.0028922960169171803	0.5268415206079433	-0.5705357233052563	0.379	0.248	1	11	0.131
DCK	0.002983162959981161	0.47796031705263226	-0.31497876072894343	0.123	0.152	1	11	-0.028999999999999998
CASP4	0.0029861343469028165	0.5271761416186892	-0.27012175518120607	0.381	0.259	1	11	0.122
CSGALNACT1	0.0030279113800433443	0.5224878318706567	-0.26498465801695353	0.234	0.16	1	11	0.07400000000000001
NKTR	0.0033222237425203555	0.4680629774324861	-0.6448896527758852	0.577	0.456	1	11	0.12099999999999994
YWHAB	0.003451675824241554	0.4653499552184397	-0.3391931297035282	0.968	0.838	1	11	0.13
ZMYM2	0.0035323370271615464	0.4740428749320999	-0.47025567000051643	0.231	0.24	1	11	-0.00899999999999998
DDX17	0.0036322298077721134	0.4664495089064807	-0.40885149560412803	0.791	0.616	1	11	0.17500000000000004
FNBP4	0.003674522884008568	0.5298471654955587	-0.3411871096909982	0.563	0.368	1	11	0.19499999999999995
SYF2	0.0036920273656949085	0.466809499283158	-0.43955280863308444	0.782	0.581	1	11	0.20100000000000007
DUSP10	0.003826340278939429	0.4822929510679744	-0.2800488366633611	0.067	0.098	1	11	-0.031
CAMLG	0.0038357171538841127	0.5305983718644621	-0.29961095321523246	0.632	0.409	1	11	0.22300000000000003
BRWD1	0.0038857630181266165	0.5260829256426848	-0.2669148339350297	0.361	0.25	1	11	0.11099999999999999
SS18L2	0.0039930272533253205	0.5281682365983361	-0.3297186271443855	0.484	0.315	1	11	0.16899999999999998
AKAP13	0.004018689044955796	0.46673691882347323	-0.4187467460378995	0.815	0.627	1	11	0.18799999999999994
